Title,Content,Poetry Collection,URL,Writer
Khúc hát những người anh,"Hồng Hà ơi ta nhớ mùa thu xưa
Bãi cát nghiêng nghiêng
Bờ lau bát ngát
Đồi cao xào xạc
Gió nương chè

Những người đi
Áo mờ sương phủ
Vách dựng ngút ngàn tre nứa
Lưng đèo hoa chuối rung rinh
Dép lốp mũ nan
Súng thô mác nhọn
Lô, Thao mây trắng
Trập trùng quân sang
Quê hương Việt Bắc
Làng xanh núi xanh
Những mùa chiến dịch
Những đêm mưa rừng...

Khúc hát các anh
Chúng tôi hát mãi
Tuổi thơ mê mải
Theo ngả đường thần thoại chín năm
Những tên vang vọng trong lòng
Tiểu đoàn Lũng Vài, trung đoàn Tây Tiến
Phủ Thông, Bông Lau, Đèo Khách
Đoan Hùng, Đèo Khế, Phố Lu
Các anh giữ đất trung du
Các anh tiến về biên giới
An Châu, Khâu Luông, Bản Trại
Cao Bằng rừng núi mến yêu
Những ông ké thưa râu
Mế già bên bếp lửa
Đèo Mã Phục dốc cao đá nhọn
Bên kia là Trung Quốc
Diên An, Nhị Lạng Sơn...
Các anh kéo pháo lên Tây Bắc
Xẻ núi đào hào vây Điện Biên
Sốt rét da xanh
Măng rừng cơm nắm
Dốc núi cao cao, vực sâu thăm thẳm
Nghe câu hò thương bộ đội rưng rưng
Các anh vệ quốc quân
Các anh văn nghệ
Làm thơ trên giấy bản
Ôm đàn đứng hát
Dưới đường hào Hồng Cúm, Him Lam

Khúc hát các anh
Những người giành lại nước
Lên đường buổi sớm đầu tiên
Những người rũ tung xiềng xích
Bao la mây núi sông rừng

Chúng tôi lớn lên
Bờ đê cỏ mọc
Những bãi mía đồng ngô cháy nắng
Những ngả đường khói cuộn
Sông Hồng rào rạt
Mênh mông trôi cát
Chân làng quê
Chúng tôi đi
Rập rờn áo lá
Quanh co đèo cao gió lửa
Hai mươi mùa bão mưa
Những người anh xưa
Đã trán nhăn tóc bạc
Có khu rừng chúng tôi đến
Các anh chưa qua
Có những vui buồn yêu giận
Các anh chưa lo

Khúc hát các anh
Chúng tôi vẫn hát
Tuổi trẻ các anh
Dậy chúng tôi làm người tốt đẹp:
Còn một em bé rách
Lòng ta vẫn bồn chồn""
Đất nước thức vạn đêm
Chưa một ngày vui trọn
Làm sao lòng có thể nguôi yên?

Khúc hát các anh
Mãi mãi dòng sông
Chúng tôi đến uống
Ngọn lửa đầu tiên trong ngực
Chúng tôi mang suốt cuộc đời",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Kh%C3%BAc-h%C3%A1t-nh%E1%BB%AFng-ng%C6%B0%E1%BB%9Di-anh/poem-dJ2tlGaca39tJTe9kZMD6A,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Trung du,"Tiếng ai hát bên kia đồi cọ nắng
Hoa lau bay, dốc vắng, khói chiều xanh
Nhà ai ở chênh vênh sau bãi sắn
Những đồi sơn, đồi trẩu lá rung rinh

Hoa sở trắng, sim, mua đầy thung lũng
Làng trung du ít ruộng, lắm gò nương
Quả dọc chín, quả dứa vàng mật ngọt
Mùa trung du ít gạo, lắm cây vườn

Rừng đã hết, nhưng đồi nhiều giang nứa
Chưa luỹ tre, đường dậu lắm mây gai
Sông Thao chảy giữa bờ lau rậm lá
Sông trung du bãi hẹp đất chưa bồi

Con thác lớn để dành cho núi thẳm
Hạt phù sa còn phải gửi đồng bằng
Xuôi Vũ Ẻn những thuyền nan chở trám
Mùa hái chè, anh có lên chăng?

Chỉ ga nhỏ giữa đường xa tít tắp
Ga trung du vang mãi tiếng còi tàu
Mưa trên cọ bàng hoàng rồi vụt tạnh
Phút gặp nhau đã kịp nói gì đâu

Vắng đồng muối mặn mòi, xa biển lúa
Chỉ chè xanh thăm thẳm những đêm sâu
Búp chè đắng xin làm người ấm dạ
Nắng mưa ai, lá cọ nón che đầu

Là trung du cho đồng bằng gặp núi
Không phải đích của sông, vẫn gửi nắng cho buồm
Nghe thao thức giữa hai đầu gió thổi
Mai xa rồi, anh có nhớ về không?",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Trung-du/poem-2xW5nlNh55r3hLnIjJpQKw,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Khán giả của tôi,"Khi tôi cất lên tiếng hát của tôi
Những phông màn phía sau thành đồng ruộng
Thành dòng sông thành bầu trời thăm thẳm
Thành con đường, mái phố thân yêu
Thành ban đêm và những buổi chiều
Thành màu áo trên những bờ bến lạ...
Phía trước tôi là khán giả
Người làm nên tất cả những điều kia

Người trở về sau cuộc chia ly
Người buổi chiều vừa gieo xong thửa mạ
Người mới qua ồn ào buổi chợ
Người tan tầm nhà máy giao ca...
Nhìn vào tôi bao ánh mắt thiết tha
Cùng chia xẻ với tôi niềm ao ước
Cùng với tôi qua trăm miền đất nước
Và cùng tôi chung hạnh phúc buồn vui...
Tôi nào đâu quen một riêng ai
Trước mặt tôi là muôn vàn khán giả

Đường Trường Sơn những năm giặc phá
Dưới hầm sâu tôi hát các anh nghe
Các anh san đường cho những chuyến xe
Các anh phá hàng ngàn bom nổ chậm
Các anh từng qua bao trận đánh...
Trăm mắt nhìn đăm đắm hướng về tôi
Các anh tìm trong bài hát những khung trời
Màu nắng sáng bên ngoài lòng đất
Những miền quê sau rừng lẩn khuất
Một cánh đồng xanh ngắt lúc ra đi...
Rồi con đường lại thêm những chuyến xe
Các anh hát thêm bài tôi đã hát

Đất Tây Bắc, mùa đông tê buốt
Bản làng xa tôi chưa biết bao giờ
Sân khấu làm giữa khoảng rừng thưa
Vách núi dựng hai bờ tiếng hát
Có bà mế sau đêm biểu diễn
Sờ vai tôi: ""Con có rét không con?""
Tôi xiết bàn tay mế run run
Nhìn ánh đuốc nối nhau về phía núi

Dãy Hoàng Liên trên đỉnh cao vời vợi
Tôi hát cùng với núi với ngàn cây
Ngồi xem cùng với lá và mây
Khán giả tôi là hai người quan trắc
Lúc chia tay anh còn luyến tiếc
""Các cô về, ai hát chúng tôi nghe""

Thép gai ngăn bên này với bên kia
Chúng tôi hát giữa những người giữ chốt
Các anh lắng nghe cùng với cát
Lắng nghe cùng cây súng xiết trong tay
Không lấy chi để lòng được tỏ bày
Mẫu đơn dại mấy cành - Tôi vẫn nhớ

Tôi đã tới những miền đất lạ
Nhưng bao giờ khán giả vẫn là quen
Vẫn là người bè bạn, anh em
Những cuộc đời đẹp hơn ngàn tiếng hát
Những thao thức những vui buồn mãnh liệt
Là linh hồn cho tiếng hát của tôi
Màn mở ra, đèn đã sáng lên rồi
Trước mặt tôi là cuộc đời rộng lớn
Tôi có nói được điều gì tốt đẹp
Trước những tấm lòng bền bỉ gian lao
Trước muôn vàn khán giả thân yêu
Muôn ánh mắt đang nhìn tôi tin cậy?",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Kh%C3%A1n-gi%E1%BA%A3-c%E1%BB%A7a-t%C3%B4i/poem-Yx4dvCQz1SKCRfD-GOeUQg,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Lịch mới,"Lịch mới chưa bóc trang
Mùa xuân ngoài cánh cửa
Cành cây sương buốt giá
Lấm tấm chồi xanh non

Mới đó đã hết năm
Mang về tờ lịch mới
Ai trên đường cũng vội
Năm mới cầm trên tay

Nhớ những tháng những ngày
Việc nhiều, tuần lễ ngắn
Thương cây lúa ngoài đồng
Đêm nằm không ngủ được

Em đi, mùa gặt đến
Xuân từ thảo nguyên xa
Bên kia bến Trung Hà
Cọ xạc xào lá rộng

Hàng Cỏ ga đang dựng
Áo anh nhiều bụi vôi
Tàu hối hả ngược xuôi
Bao điều chưa kịp nói
Dải sông Hồng mong đợi
Nhịp cầu mới lao qua
Tiếng hát bên kia bờ
Xanh cả hai triền đất

Sớm nay em bóc lịch
Năm cũ vừa đi qua
Tiếng mưa trên cánh hoa
Tiếng thuyền ra biển rộng
Ngọn gió đầu thổi mạnh
Dòng chữ viết đầu trang
Ngập ngừng trên giấy trắng
Sợi cói mảnh đầu tiên
Dệt vào trong chiếu mịn
Mùa xuân vừa gặp mặt
Đã bàng hoàng thương yêu",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/L%E1%BB%8Bch-m%E1%BB%9Bi/poem--vpLC9P0_fnrx3MDqJ3J5Q,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Viết cho con ngày chiến thắng,"Con nhỏ ơi, con xuống đường với mẹ
Giữa dòng người rực rỡ cờ hoa
Chúng ta chiến thắng rồi, đất nước chúng ta
Đã đoàn tụ, đã không còn bóng giặc
Không còn tiếng đạn bom trên mặt đất
Trời trong xanh như ánh mắt con nhìn
Mẹ bồng con đi giữa phố đông
Niềm vui lớn sáng bừng muôn nét mặt
Tay con vẫy, mẹ cha trào nước mắt
Nhớ những con đường đất nước đi qua
Nhớ những đèo cao, nhớ những bến phà
Nhớ đồng đội, những tháng năm gian khổ
Đất nước thức vạn đêm không ngủ
Cho bầu trời và tiếng hát hôm nay
Con hãy nhìn: thành phố, màu cây
Con hãy nhìn những mặt người xạm nắng
Dẫu chưa quen đã trở thành ruột thịt
Đã cùng nhau chiến đấu mấy mươi năm
Những anh hùng không thể kể hết tên
Đã bền bỉ, hy sinh và chiến thắng
Những lớp người nối nhau cầm súng
Như ông bà con mùa thu ấy lên đường
Mái tóc xanh giờ đã trắng hoa râm
Như cô, bác bạn cha, bạn mẹ
Trong lửa đạn hiến dâng tuổi trẻ
Dâng tấm lòng như lửa cháy khôn nguôi

Trời hôm nay trọn vẹn của ta rồi
Khi sinh ra con không còn gặp Bác
Nhưng đường Bác mở ra, giờ tới đích
Con sẽ về thành phố Hồ Chí Minh
Đất không còn hai ngả Bắc Nam
Con sẽ lớn giữa Việt Nam thống nhất
Con sẽ thấy những ngôi nhà sáng đẹp
Những trái thơm, mỏ lớn, những mùa vui...
Giữa tiếng reo tiếng hát muôn người
Mẹ nâng con như hoa của tương lai
Chào chiến thắng!",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/Vi%E1%BA%BFt-cho-con-ng%C3%A0y-chi%E1%BA%BFn-th%E1%BA%AFng/poem-x6Z-IKUDY1aDIl1gluR87w,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Đi với mùa xuân,"Em đi qua phố Hàng Đào
Mải vui chân bước lạc vào Hàng Ngang
Gặp mùa xuân ở Hồ Gươm
Trong muôn màu áo trên đường chiều nay
Ngẩng lên xanh biếc màu cây
Dãy nhà cao, cánh chim bay ngỡ ngàng
Hoa từ Hàng Lược tràn sang
Đồng Xuân, Hàng Mã, Hàng Đường cũng hoa
Em lên Ngõ Gạch thăm bà
Gặp cô hàng chiếu chuyện xa chuyện gần
Cô cười và chỉ mùa xuân
Ở trên lá chiếu chúng mình mới mua
Hôm nay trời tạnh cơn mưa
Được ngày xuân nắng ta ra ngoại thành
Em sang lò gốm cùng anh
Bát Tràng, mua một chiếc bình cắm hoa
Rồi ta sẽ tới Ngọc Hà
Hỏi thăm quê của ngàn hoa thế nào
Sông Hồng sóng vỗ xôn xao
Để con tàu cũng nôn nao. Gió về

Cỏ xanh xanh suốt chân đê
Ô hay xuân vẫn cùng đi với mình!",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/%C4%90i-v%E1%BB%9Bi-m%C3%B9a-xu%C3%A2n/poem-xn8NG3d6vWAf19kM1IR6KA,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Một năm,"Đứa trẻ mới sinh đã bắt đầu tập bước
Từ ba mươi tháng tư - trận chiến thắng cuối cùng
Có những người yêu đã thành chồng vợ
Những ngôi nhà xoá bãi đất hoang

Trên nấm mồ người chiến sĩ hy sinh
Cỏ đã mọc, nhưng còn đây nỗi nhớ
Nhà các anh dưới vùng lá cọ
Sau tre làng hay miền sóng mênh mông

Trận cuối cùng vừa trọn một năm
Người lính chiến đã gieo hai mùa lúa
Xưa dưới tay anh bốt đồn sụp đổ
Và bây giờ cây cỏ lại lên nhanh

Những bầy chim về với rừng mình
Cất tiếng hót sau vòm lá biếc
Những con tàu thả neo đúng bến
Những chiếc cầu trở lại với dòng sông

Nắng lên rồi, anh có nhớ không
Vị xoài chín trong vườn của mẹ
Ôi vị ngọt từ ngày thơ bé
Hai mươi năm mới gặp lại bây giờ

Hai mươi năm những chia cách đời
Mới vừa đó đã thành quá khứ
Gió phiêu bạt khắp hai miền xứ sở
Đã qua rồi nỗi nhớ mái nhà xưa

Trận cuối cùng vừa một năm qua
Em mới nói với anh lời thứ nhất
Lúa đã gọi triệu tay liềm đến gặt
Tiếng còi tàu giục giã chuyến đi xa",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/M%E1%BB%99t-n%C4%83m/poem-FyPVOmAf7VfkoyyN4ZxLDQ,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
"Đà Nẵng - gương mặt người, gương mặt biển","Anh nói về một thành phố biển khơi
Mưa tháng giêng rập rờn chim én
Vịnh biển lặng như tấm gương xanh biếc
Ngũ Hành Sơn cẩm thạch đá hoa vân
Cánh phượng bay trên cát trắng Cửa Hàn
Núi Sơn Trà sóng vỗ vào bán đảo
Những bà má, muối mồ hôi đọng áo
Bóng đổ dài trên bãi nghiêng nghiêng
Vị cá nồng, lấp lánh tảng đường thơm
Thành phố nắng, nụ cười trong gió mặn

Mấy mươi năm rừng sâu xa cách biển
Đà Nẵng ơi, thành phố đã ra sao
Ngày lũ lính ""cổ da"" bước xuống cầu tàu
Chân rầm rập trong điệu kèn ma quỷ
Chưa bao giờ đất dị hình đến thế
Ngàn mắt mìn điện tử dưới rào gai
Trong mù trời cánh quạt trực thăng quay
Thành phố ra sao, gương mặt người và biển?
Những con tàu ố hoen khói súng
Những vành đai trơ trụi thuốc khai quang
Những bin-đinh ánh điện tím bầm
Moóc phin trắng nuôi cơn mê dã thú
Rượu sủi bọt rót vào nỗi sợ
Bên lề đường bao trẻ con lai
Tờ Playboy trâng tráo những nụ cười
Sẽ ra sao em, em gái nhỏ
Mi-ni-giuýp và mái đầu rối xoã
Nét son nhoè như máu đỏ trên môi
Chúng tàn phá cỏ cây, bôi xoá mặt người
Còn nguyên không, vườn mẹ, cây mai
Bầy chim én có về bên giếng Bộng
Hoa trìu mến mảnh mai như chấm nắng
Như thơ ca như kỷ niệm của người
Như tình yêu dưới bom đạn ngút trời
Có sống nổi những mùa hè tàn khốc?
Nhưng tình yêu chẳng bao giờ khuất phục

Chúng biến đây thành một cư xá lớn
Cho lính viễn chinh, biệt kích, quân dù
Quân cảng và sân bay cho tội ác trở về
Một kho hậu cần, một chợ áp phe
Và ngục tối cho những người chống lại
Nhưng đêm đêm, giặc rùng mình run rẩy
Sau mỗi lùm cây, cánh cửa, góc đường
Gương mặt người vẫn sáng bừng lên
Gương mặt em - dịu dàng nhỏ nhắn
Tà áo dài trong đêm như lửa trắng
Giấu hộp mìn dưới gánh cam tươi
Giấu hờn căm sau những nụ cười
Thành sét nổ ở khách, sân bay, ở dinh tỉnh trưởng
Kho xăng cháy, những thân tàu vỡ toác
Biển nhấn chìm dưới mặt sóng dầu loang

Tôi nhớ về thành phố quê anh
Mùa xuân này chắc anh đang có mặt
Bao vùng đất mênh mông vừa giải phóng
Và hôm nay, Đà Nẵng đã về ta!
Anh ở mũi quân nào tiến vào phía Nam Ô
Từ Hội An hay từ Hiếu Đức
Chiếm sân bay hay đánh vào quân cảng
Gặp lại các ba, các má, các em
Đã vùng lên, sau mấy mươi năm
Đà Nẵng lại trở về gương mặt thực
Hai ngàn lính nguỵ ở Hoà Cầm quay súng
Mỗi cành cây mỗi góc phố hồi sinh
Gương mặt người gương mặt biển long lanh
Trong ánh sáng cờ sao lồng lộng
Bầy chim én từ những cù lao biếc
Lại dập dìu trên hải cảng thân yêu",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/%C4%90%C3%A0-N%E1%BA%B5ng-g%C6%B0%C6%A1ng-m%E1%BA%B7t-ng%C6%B0%E1%BB%9Di-g%C6%B0%C6%A1ng-m%E1%BA%B7t-bi%E1%BB%83n/poem-p9Z4Bgu1S4fJwjaSewVKsw,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Mùa xuân mừng con thêm một tuổi,"Tặng Tuấn Anh

Lại tới mùa xuân rồi
Mừng con thêm một tuổi
Chiếc khăn đỏ trên vai
Mới quàng tươi roi rói

Con kể bao chuyện mới
Về ngôi trường của con:
Cái cửa sổ mới sơn
Cái cây bàng đỏ lá
Bài toán làm tuy khó
Con cũng giải được mà
Con biết nhân biết chia
Biết trừ và biết cộng
Con đóng sổ lao động
Ghi việc con giúp bà
Nào dọn cơm, quét nhà
Nào nhặt rau, lấy muối...
Con cười nhăn cả mũi
Hở cái răng mới thay
Giống viên gạch mới xây
Phố mình - to cồ cộ!

Thương con mẹ lại nhớ
Căn hầm hẹp trước kia
Nước ngập và gió se
Bùn lấm vào giấc ngủ
Báo động rung đường phố
Tiếng bom rền bốn bên
Bám cổ mẹ suốt đêm
Cánh tay con thì bé
Con bảo: “ghét thằng Mỹ
Nó hay giết trẻ con
Bao giờ con lớn lên
Con làm anh bộ đội”

Đã bao là thay đổi
Hoa mấy độ ra hoa
Đất mấy độ thêm nhà
Con mấy lần thêm tuổi
Chân trời xa xích lại
Đường phố mình mở ra
Gió đầu năm thổi qua
Trên những hàng cây mới
Bàn chân con bước mải
Giữa mùa xuân thương yêu
Mẹ lặng lẽ nhìn theo
Chấm khăn quàng đỏ chói...",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/M%C3%B9a-xu%C3%A2n-m%E1%BB%ABng-con-th%C3%AAm-m%E1%BB%99t-tu%E1%BB%95i/poem-Xb81nbSUqltcqi9IP-jS7g,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
Cắt nghĩa,"Tặng Minh Vũ

Thằng em thì hay hỏi
Không kể chuyện như anh
(Tuy con, má chẳng sinh
Con vẫn quen gọi má)

- Má ơi ai sinh cá
Ai làm ra cái kem
Đêm sao lại màu đen
Ban ngày sao màu trắng?...
- Ban ngày làm bằng nắng
Màu xanh làm bằng cây
Quả ớt làm bằng cay
Tiếng ồn sinh tàu điện
Gió trong con ốc biển
Ghé tai nghe mà xem...
A lại còn cái kem
Thì làm bằng mùa rét
Bông hoa làm bằng tết
Tết làm cho hương thơm
Con làm bằng yêu thương
Của cha và của mẹ
Của bà và của ông
Của má nữa - biết không?
Con làm bằng tất cả!",Lời ru trên mặt đất (1978),https://www.thivien.net/Xu%C3%A2n-Qu%E1%BB%B3nh/C%E1%BA%AFt-ngh%C4%A9a/poem-hsav_ecXR-i10xsHYmLt-Q,Xuân Quỳnh Nguyễn Thị Xuân Quỳnh
